iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
KOR,Asia,South Korea,2021-10-09,331519,1594,1916.286,2575,15,9.714,6461.706,31.069,37.351,50.19,0.292,0.189,0.83,,,,,,,,,29407,13678751,266.615,0.573,30512,0.595,0.0628,15.9,people tested,69102810,40032345,30537478,924,114670,519123,134.69,78.03,59.52,0,10118,29310,0.057,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-10,332816,1297,1862.714,2583,8,10,6486.986,25.28,36.307,50.346,0.156,0.195,0.83,,,,,,,,,11195,13689946,266.834,0.218,30692,0.598,0.0607,16.5,people tested,69123528,40035117,30555696,934,20718,516808,134.73,78.03,59.56,0,10073,29210,0.057,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-11,334163,1347,1830.143,2594,11,10,6513.24,26.255,35.672,50.56,0.214,0.195,0.83,,,,,,,,,31728,13721674,267.452,0.618,33806,0.659,0.0541,18.5,people tested,69383635,40128909,30722139,958,260107,520278,135.24,78.22,59.88,0,10141,38948,0.076,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-12,335742,1579,1766.143,2605,11,9.857,6544.017,30.777,34.424,50.775,0.214,0.192,0.82,,,,,,,,,,,,,82322,1.605,0.0215,46.6,people tested,70091113,40235776,31324045,1719,707478,505630,136.62,78.42,61.05,0,9855,47729,0.093,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-13,337679,1937,1696.429,2618,13,10.571,6581.772,37.754,33.065,51.028,0.253,0.206,0.85,,,,,,,,,,,,,125136,2.439,0.0136,73.8,people tested,70560571,40293633,31736329,3119,469458,494622,137.53,78.54,61.86,0.01,9641,50661,0.099,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-14,339361,1682,1626.429,2626,8,10.286,6614.556,32.784,31.701,51.184,0.156,0.2,0.84,,,,,,,,,,,,,171511,3.343,0.0095,105.5,people tested,71074413,40348732,32194785,4860,513842,461365,138.53,78.64,62.75,0.01,8993,53228,0.104,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-15,340978,1617,1579,2644,18,12,6646.073,31.517,30.777,51.535,0.351,0.234,0.83,,,,,,,,,,15152526,295.341,,214740,4.186,0.0074,136,people tested,71885976,40438451,32916381,7180,811563,413977,140.11,78.82,64.16,0.01,8069,59573,0.116,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-16,342396,1418,1553.857,2660,16,12.143,6673.712,27.639,30.287,51.847,0.312,0.237,0.83,,,,,,,,,,,,,215693,4.204,0.0072,138.8,people tested,72305313,40502907,33271959,7306,419337,457500,140.93,78.95,64.85,0.01,8917,67223,0.131,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-17,343445,1049,1518.429,2668,8,12.143,6694.158,20.446,29.596,52.003,0.156,0.237,0.83,,,,,,,,,,,,,219248,4.273,0.0069,144.4,people tested,72326608,40504836,33291809,7322,21295,457583,140.97,78.95,64.89,0.01,8919,67103,0.131,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-18,344518,1073,1479.286,2689,21,13.571,6715.072,20.914,28.833,52.412,0.409,0.265,0.84,,,,,,,,,,,,,219869,4.286,0.0067,148.6,people tested,73029938,40576788,33923001,8814,703330,520900,142.34,79.09,66.12,0.02,10153,63983,0.125,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-19,346088,1570,1478,2698,9,13.286,6745.673,30.601,28.808,52.587,0.175,0.259,0.85,,,,,,,,,,15296834,298.154,,173921,3.39,0.0085,117.7,people tested,73516058,40614269,34370745,10904,486120,489278,143.29,79.16,66.99,0.02,9537,54070,0.105,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-20,347529,1441,1407.143,2709,11,13,6773.76,28.087,27.427,52.802,0.214,0.253,0.85,,,,,,,,,47898,15344732,299.087,0.934,129662,2.527,0.0109,92.1,people tested,73912937,40683386,34695529,15224,396879,478909,144.07,79.3,67.63,0.03,9335,55679,0.109,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-21,348969,1440,1372.571,2725,16,14.143,6801.827,28.067,26.753,53.114,0.312,0.276,0.88,,,,,,,,,47275,15392007,300.009,0.921,85313,1.663,0.0161,62.2,people tested,74387021,40743264,35104822,21103,474084,473230,144.99,79.41,68.42,0.04,9224,56362,0.11,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-22,350476,1507,1356.857,2745,20,14.429,6831.201,29.373,26.447,53.503,0.39,0.281,0.92,,,,,,,,,45380,15437387,300.893,0.885,40694,0.793,0.0333,30,people tested,75092318,40809453,35739263,27287,705297,458049,146.36,79.54,69.66,0.05,8928,53000,0.103,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-23,351899,1423,1357.571,2766,21,15.143,6858.937,27.736,26.461,53.913,0.409,0.295,0.97,,,,,,,,,,,,,40369,0.787,0.0336,29.7,people tested,75478297,40861034,36073582,27873,385979,453283,147.12,79.64,70.31,0.05,8835,51161,0.1,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-24,353089,1190,1377.714,2773,7,15,6882.131,23.195,26.853,54.049,0.136,0.292,1.02,,,,,,,,,,15504985,302.211,,40044,0.781,0.0344,29.1,people tested,75498683,40864911,36090593,27899,20386,453154,147.16,79.65,70.34,0.05,8833,51439,0.1,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-25,354355,1266,1405.286,2788,15,14.143,6906.807,24.676,27.391,54.341,0.292,0.276,1.08,,,,,,,,,25493,15530478,302.708,0.497,38532,0.751,0.0365,27.4,people tested,76018877,40943503,36524323,36986,520194,426991,148.17,79.8,71.19,0.07,8323,52388,0.102,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-26,356305,1950,1459.571,2797,9,14.143,6944.815,38.008,28.449,54.517,0.175,0.276,1.15,,,,,,,,,48952,15579430,303.662,0.954,40371,0.787,0.0362,27.7,people tested,76353755,40984806,36806120,50046,334878,405385,148.82,79.88,71.74,0.1,7901,52934,0.103,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-27,358412,2107,1554.714,2808,11,14.143,6985.883,41.068,30.303,54.731,0.214,0.276,1.2,,,,,,,,,48881,15628311,304.615,0.953,40511,0.79,0.0384,26.1,people tested,76702858,41062630,37065052,63445,349103,398560,149.5,80.04,72.24,0.12,7768,54178,0.106,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-28,360536,2124,1652.429,2817,9,13.143,7027.282,41.399,32.208,54.907,0.175,0.256,1.22,,,,,,,,,49876,15678187,305.587,0.972,40883,0.797,0.0404,24.7,people tested,77398998,41125886,37689399,73002,696140,430282,150.86,80.16,73.46,0.14,8387,54660,0.107,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-29,362639,2103,1737.571,2830,13,12.143,7068.272,40.99,33.867,55.16,0.253,0.237,1.2,,,,,,,,,52599,15730786,306.612,1.025,41914,0.817,0.0415,24.1,people tested,78171221,41186557,38392184,83167,772223,439843,152.37,80.28,74.83,0.16,8573,53872,0.105,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-30,364700,2061,1828.714,2849,19,11.857,7108.443,40.171,35.644,55.53,0.37,0.231,1.19,,,,,,,,,,,,,,,,,,78569250,41222933,38750972,86540,398029,441565,153.14,80.35,75.53,0.17,8607,51700,0.101,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-31,366386,1686,1899.571,2858,9,12.143,7141.306,32.862,37.025,55.706,0.175,0.237,1.19,,,,,,,,,,,,,,,,,,78593535,41225869,38772345,86795,24285,442122,153.19,80.35,75.57,0.17,8617,51565,0.101,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-01,367974,1588,1945.571,2874,16,12.286,7172.258,30.952,37.922,56.018,0.312,0.239,1.19,,,,,,,,,,,,,,,,,,78830569,41309249,38891939,121440,237034,401670,153.65,80.52,75.81,0.24,7829,52249,0.102,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-02,370640,2666,2047.857,2892,18,13.571,7224.221,51.964,39.915,56.369,0.351,0.265,1.21,,,,,,,,,,,,,,,,,,79017692,41352035,38979861,178309,187123,380562,154.02,80.6,75.98,0.35,7418,52461,0.102,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-03,373120,2480,2101.143,2916,24,15.429,7272.559,48.338,40.954,56.836,0.468,0.301,1.18,,,,,,,,,,,,,,,,,,79216304,41417262,39056290,235922,198612,359064,154.4,80.73,76.13,0.46,6999,50662,0.099,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-04,375464,2344,2132.571,2936,20,17,7318.247,45.687,41.566,57.226,0.39,0.331,1.15,,,,,,,,,,,,,,,,,,79446406,41478098,39181016,281225,230102,292487,154.85,80.85,76.37,0.55,5701,50316,0.098,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-05,377712,2248,2153.286,2956,20,18,7362.063,43.816,41.97,57.616,0.39,0.351,1.09,,,,,,,,,,,,,,,,,,79738959,41549724,39343887,339926,292553,223963,155.42,80.99,76.69,0.66,4365,51881,0.101,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-06,379935,2223,2176.429,2967,11,16.857,7405.392,43.329,42.421,57.83,0.214,0.329,1.09,,,,,,,,,,,,,,,,,,79869673,41595199,39406922,362313,130714,185775,155.68,81.07,76.81,0.71,3621,53181,0.104,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-07,381694,1759,2186.857,2980,13,17.429,7439.677,34.285,42.624,58.084,0.253,0.34,1.08,,,,,,,,,,,,,,,,,,79876826,41597377,39411305,363012,7153,183327,155.69,81.08,76.82,0.71,3573,53073,0.103,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-08,383407,1713,2204.714,2998,18,17.714,7473.065,33.388,42.973,58.435,0.351,0.345,1.07,,,,,,,,,,,,,,,,,,80342061,41714400,39575550,547646,465235,215927,156.6,81.31,77.14,1.07,4209,57879,0.113,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-09,385831,2424,2170.143,3012,14,17.143,7520.312,47.247,42.299,58.708,0.273,0.334,1.06,,,,,,,,,,,,,,,,,,80615349,41760567,39701944,648804,273288,228237,157.13,81.4,77.38,1.26,4449,58362,0.114,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-10,388351,2520,2175.857,3033,21,16.714,7569.43,49.118,42.41,59.117,0.409,0.326,1.08,,,,,,,,,,,,,,,,,,80887512,41829567,39809592,744848,272163,238744,157.66,81.53,77.59,1.45,4653,58901,0.115,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-11,390719,2368,2179.286,3051,18,16.429,7615.585,46.155,42.477,59.468,0.351,0.32,1.09,,,,,,,,,,,,,,,,,,81169149,41894089,39918611,853394,281637,246106,158.21,81.66,77.81,1.66,4797,59427,0.116,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-12,393042,2323,2190,3083,32,18.143,7660.863,45.278,42.686,60.091,0.624,0.354,1.06,,,,,,,,,,,,,,,,,,81542050,41972767,40068375,998371,372901,257584,158.94,81.81,78.1,1.95,5021,60435,0.118,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-13,395460,2418,2217.857,3103,20,19.429,7707.993,47.13,43.229,60.481,0.39,0.379,1.11,,,,,,,,,,,,,,,,,,81749517,42028222,40169626,1049266,207467,268549,159.34,81.92,78.3,2.05,5234,61860,0.121,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-14,397466,2006,2253.143,3115,12,19.286,7747.092,39.099,43.916,60.715,0.234,0.376,1.15,,,,,,,,,,,,,,,,,,81757377,42030519,40172973,1051529,7860,268650,159.36,81.92,78.3,2.05,5236,61877,0.121,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-15,399591,2125,2312,3137,22,19.857,7788.511,41.419,45.064,61.144,0.429,0.387,1.19,,,,,,,,,,,,,,,,,,82073957,42093074,40261974,1216895,316580,247414,159.97,82.04,78.48,2.37,4822,54096,0.105,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-16,402775,3184,2420.571,3158,21,20.857,7850.571,62.06,47.18,61.553,0.409,0.407,1.22,,,,,,,,,,,,,,,,,,82297261,42127073,40309704,1358912,223304,240273,160.41,82.11,78.57,2.65,4683,52358,0.102,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-17,406065,3290,2530.571,3187,29,22,7914.697,64.126,49.324,62.118,0.565,0.429,1.24,,,,,,,,,,,,,,,,,,82545637,42173022,40376619,1494883,248376,236875,160.89,82.2,78.7,2.91,4617,49065,0.096,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-18,409099,3034,2625.714,3215,28,23.429,7973.834,59.136,51.178,62.664,0.546,0.457,1.24,,,,,,,,,,,,,,,,,,82782660,42218428,40437306,1626158,237023,230502,161.35,82.29,78.82,3.17,4493,46334,0.09,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-19,412311,3212,2752.714,3244,29,23,8036.439,62.606,53.654,63.229,0.565,0.448,1.18,,,,,,,,,,,,,,,,,,83066033,42268284,40515152,1782236,283373,217712,161.91,82.39,78.97,3.47,4243,42217,0.082,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-20,415425,3114,2852.143,3274,30,24.429,8097.135,60.696,55.592,63.814,0.585,0.476,1.21,,,,,,,,,,,,,,,,,,83174354,42295366,40554182,1824540,108321,203548,162.12,82.44,79.04,3.56,3967,38163,0.074,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-21,418252,2827,2969.429,3298,24,26.143,8152.237,55.102,57.878,64.282,0.468,0.51,1.24,,,,,,,,,,,,,,,,,,83179903,42296772,40556350,1826567,5549,203218,162.13,82.44,79.05,3.56,3961,38036,0.074,39.35,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-22,420950,2698,3051.286,3328,30,27.286,8204.824,52.587,59.473,64.867,0.585,0.532,1.24,,,,,,,,,,,,,,,,,,83468443,42346462,40644660,1977395,288540,199212,162.69,82.54,79.22,3.85,3883,36198,0.071,37.5,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-23,425065,4115,3184.286,3363,35,29.286,8285.03,80.206,62.066,65.549,0.682,0.571,1.25,,,,,,,,,,,,,,,,,,83687842,42375263,40688915,2124043,219399,198654,163.12,82.59,79.31,4.14,3872,35456,0.069,37.5,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-24,429002,3937,3276.714,3401,38,30.571,8361.767,76.737,63.867,66.29,0.741,0.596,1.24,,,,,,,,,,,,,,,,,,83957769,42422505,40750772,2285185,269927,201733,163.64,82.69,79.43,4.45,3932,35640,0.069,37.5,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-25,432901,3899,3400.286,3440,39,32.143,8437.763,75.996,66.276,67.05,0.76,0.627,1.26,,,,,,,,,,,,,,,,,,84279875,42471012,40818441,2491401,322106,213888,164.27,82.78,79.56,4.86,4169,36083,0.07,37.5,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-26,436968,4067,3522.429,3492,52,35.429,8517.034,79.271,68.656,68.063,1.014,0.691,1.16,,,,,,,,,,,,,,,,,,84721742,42527341,40906432,2789265,441867,236530,165.13,82.89,79.73,5.44,4610,37008,0.072,37.5,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-27,440896,3928,3638.714,3548,56,39.143,8593.596,76.561,70.923,69.155,1.092,0.763,1.2,,,,,,,,,,,,,,,,,,84872914,42559957,40952408,2861915,151172,242651,165.43,82.95,79.82,5.58,4730,37799,0.074,37.5,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-28,444200,3304,3706.857,3580,32,40.286,8657.994,64.399,72.251,69.779,0.624,0.785,1.2,,,,,,,,,,,,,,,,,,84878364,42560959,40954222,2864588,5450,242637,165.44,82.96,79.82,5.58,4729,37741,0.074,40.28,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-29,447230,3030,3754.286,3624,44,42.286,8717.053,59.058,73.176,70.636,0.858,0.824,1.2,,,,,,,,,,,,,,,,,,85197594,42592254,41060694,3046256,319230,247022,166.06,83.02,80.03,5.94,4815,35113,0.068,40.28,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-11-30,452350,5120,3897.857,3659,35,42.286,8816.848,99.795,75.974,71.318,0.682,0.824,1.22,,,,,,,,,,,,,,,,,,85459945,42614335,41109998,3237531,262351,253158,166.57,83.06,80.13,6.31,4934,34153,0.067,40.28,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-12-01,457612,5262,4087.143,3705,46,43.429,8919.411,102.563,79.663,72.215,0.897,0.846,1.21,,,,,,,,,,,,,,,,,,85713300,42638441,41176161,3400811,253355,250790,167.07,83.11,80.26,6.63,4888,30848,0.06,40.28,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-12-02,457612,0,3530.143,3705,0,37.857,8919.411,0,68.807,72.215,0,0.738,1.18,,,,,,,,,,,,,,,,,,85980945,42661374,41237428,3584423,267645,243010,167.59,83.15,80.38,6.99,4737,27195,0.053,40.28,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-12-03,467907,10295,4419.857,3809,104,45.286,9120.073,200.662,86.148,74.242,2.027,0.883,1.59,,,,,,,,,,,,,,,,,,86388883,42696012,41328856,3866606,407938,238163,168.38,83.22,80.55,7.54,4642,24096,0.047,40.28,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-12-04,473034,5127,4591.143,3852,43,43.429,9220.004,99.931,89.487,75.08,0.838,0.846,1.45,,,,,,,,,,,,,,,,,,86560673,42717699,41382122,3963502,171790,241108,168.72,83.26,80.66,7.73,4699,22535,0.044,40.28,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-12-05,477358,4324,4736.857,3893,41,44.714,9304.284,84.28,92.327,75.879,0.799,0.872,1.37,,,,,,,,,,,,,,,,,,86568117,42719448,41384128,3967223,7444,241393,168.73,83.27,80.66,7.73,4705,22641,0.044,40.28,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-12-06,482310,4952,5011.429,3957,64,47.571,9400.804,96.52,97.679,77.127,1.247,0.927,1.36,,,,,,,,,,,,,,,,,,86976440,42772209,41450656,4256520,408323,254121,169.53,83.37,80.79,8.3,4953,25708,0.05,41.67,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-12-07,489484,7174,5304.857,4020,63,51.571,9540.634,139.83,103.398,78.355,1.228,1.005,1.34,,,,,,,,,,,,,,,,,,87352012,42810586,41493191,4551422,375572,270295,170.26,83.44,80.88,8.87,5268,28036,0.055,41.67,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-12-08,496584,7100,5567.429,4077,57,53.143,9679.022,138.388,108.516,79.466,1.111,1.036,1.33,,,,,,,,,,,,,,,,,,87756583,42857050,41545385,4857664,404571,291898,171.05,83.53,80.98,9.47,5689,31230,0.061,41.67,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-12-09,503606,7022,6570.571,4130,53,60.714,9815.889,136.867,128.068,80.499,1.033,1.183,1.34,,,,,,,,,,,,,,,,,,88305838,42902912,41600913,5305869,549255,332128,172.12,83.62,81.09,10.34,6474,34505,0.067,41.67,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-12-10,510583,6977,6096.571,4210,80,57.286,9951.879,135.99,118.83,82.058,1.559,1.117,1.18,,,,,,,,,,,,,,,,,,89205399,42954848,41676524,6078275,899561,402359,173.87,83.72,81.23,11.85,7842,36977,0.072,41.67,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-12-11,517271,6688,6319.571,4253,43,57.286,10082.237,130.357,123.176,82.896,0.838,1.117,1.21,,,,,,,,,,,,,,,,,,89546265,42981084,41711222,6358273,340866,426513,174.54,83.78,81.3,12.39,8313,37626,0.073,41.67,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-12-12,523088,5817,6532.857,4293,40,57.143,10195.617,113.38,127.333,83.676,0.78,1.114,1.21,,,,,,,,,,,,,,,,,,89558378,42983194,41712712,6366786,12113,427180,174.56,83.78,81.3,12.41,8326,37678,0.073,41.67,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
