iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
KOR,Asia,South Korea,2021-08-10,216206,2219,1754.286,2135,1,4.143,4214.116,43.251,34.193,41.614,0.019,0.081,1.13,,,,,,,,,55841,11646164,226.998,1.088,32064,0.625,0.0547,18.3,people tested,28834768,21793043,8204154,43,434789,321656,56.2,42.48,15.99,0,6269,210260,0.41,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-11,218192,1986,1784.286,2138,3,4.143,4252.826,38.71,34.778,41.672,0.058,0.081,1.1,,,,,,,,,21969,11668133,227.426,0.428,30303,0.591,0.0589,17,people tested,29178108,21972216,8368341,49,343340,330978,56.87,42.83,16.31,0,6451,211990,0.413,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-12,220182,1990,1825.143,2144,6,4.429,4291.613,38.788,35.574,41.789,0.117,0.086,1.08,,,,,,,,,29013,11697146,227.992,0.565,29548,0.576,0.0618,16.2,people tested,30055834,22142128,9076171,55,877726,410314,58.58,43.16,17.69,0,7998,208469,0.406,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-13,222111,1929,1840.429,2148,4,4.571,4329.212,37.599,35.872,41.867,0.078,0.089,1.07,,,,,,,,,21286,11718432,228.406,0.415,27690,0.54,0.0665,15,people tested,30922269,22386780,9697995,57,866435,474932,60.27,43.63,18.9,0,9257,206669,0.403,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-14,223928,1817,1853.143,2156,8,5,4364.627,35.416,36.12,42.023,0.156,0.097,1.06,,,,,,,,,28143,11746575,228.955,0.549,27941,0.545,0.0663,15.1,people tested,31249085,22530515,9881084,65,326816,498931,60.91,43.91,19.26,0,9725,209726,0.409,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-15,225481,1553,1861.857,2167,11,6,4394.897,30.27,36.29,42.237,0.214,0.117,1.04,,,,,,,,,,,,,28284,0.551,0.0658,15.2,people tested,31273703,22549266,9886954,74,24618,498053,60.96,43.95,19.27,0,9708,208393,0.406,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,623.6,0.13,3.55,12.15471715
KOR,Asia,South Korea,2021-08-16,226854,1373,1838.143,2173,6,5.571,4421.658,26.761,35.828,42.354,0.117,0.109,1,,,,,,,,,,,,,25914,0.505,0.0709,14.1,people tested,32203767,23222110,10144202,78,930064,543398,62.77,45.26,19.77,0,10591,241952,0.472,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-17,228657,1803,1778.714,2178,5,6.143,4456.801,35.143,34.669,42.452,0.097,0.12,0.99,,,,,,,,,,11784297,229.69,,19733,0.385,0.0901,11.1,people tested,33427091,23948451,10641198,88,1223324,656046,65.15,46.68,20.74,0,12787,307915,0.6,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-18,230808,2151,1802.286,2191,13,7.571,4498.727,41.926,35.129,42.705,0.253,0.148,1.04,,,,,,,,,42661,11826958,230.522,0.832,22689,0.442,0.0794,12.6,people tested,34272704,24473431,10961854,100,845613,727799,66.8,47.7,21.37,0,14186,357316,0.696,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-19,232859,2051,1811,2197,6,7.571,4538.703,39.976,35.299,42.822,0.117,0.148,1.03,,,,,,,,,39006,11865964,231.282,0.76,24117,0.47,0.0751,13.3,people tested,35073077,24979411,11256265,111,800373,716749,68.36,48.69,21.94,0,13970,405326,0.79,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-20,234739,1880,1804,2202,5,7.714,4575.347,36.643,35.162,42.92,0.097,0.15,1.01,,,,,,,,,41455,11907419,232.09,0.808,26998,0.526,0.0668,15,people tested,36099115,25671472,11590260,117,1026038,739549,70.36,50.04,22.59,0,14415,469242,0.915,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-21,236366,1627,1776.857,2215,13,8.429,4607.059,31.712,34.633,43.173,0.253,0.164,0.99,,,,,,,,,57184,11964603,233.205,1.115,31147,0.607,0.057,17.5,people tested,36588771,26036965,11714424,130,489656,762812,71.32,50.75,22.83,0,14868,500921,0.976,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-22,237782,1416,1757.286,2222,7,7.857,4634.658,27.6,34.252,43.309,0.136,0.153,1,,,,,,,,,,,,,32221,0.628,0.0545,18.3,people tested,36631737,26077384,11716970,137,42966,765433,71.4,50.83,22.84,0,14919,504017,0.982,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,975.6,0.19,6.49,19.01562228
KOR,Asia,South Korea,2021-08-23,239287,1505,1776.143,2228,6,7.857,4663.993,29.334,34.619,43.426,0.117,0.153,1.01,,,,,,,,,,12004786,233.988,,33295,0.649,0.0533,18.7,people tested,37735989,26466046,12437029,147,1104252,790317,73.55,51.59,24.24,0,15404,463419,0.903,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-24,241439,2152,1826,2237,9,8.429,4705.938,41.945,35.591,43.602,0.175,0.164,1.01,,,,,,,,,,,,,38944,0.759,0.0469,21.3,people tested,38738286,26872251,13042471,161,1002297,758742,75.51,52.38,25.42,0,14789,417686,0.814,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-25,243317,1878,1787,2257,20,9.429,4742.542,36.604,34.831,43.992,0.39,0.184,0.98,,,,,,,,,,12109027,236.02,,40296,0.785,0.0443,22.5,people tested,39584482,27250970,13521378,166,846196,758825,77.15,53.12,26.35,0,14790,396791,0.773,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-26,245158,1841,1757,2265,8,9.714,4778.426,35.883,34.246,44.148,0.156,0.189,0.97,,,,,,,,,47176,12156203,236.939,0.92,41463,0.808,0.0424,23.6,people tested,40656099,27905440,13948388,173,1071617,797575,79.24,54.39,27.19,0,15546,418004,0.815,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-27,246951,1793,1744.571,2276,11,10.571,4813.373,34.948,34.004,44.362,0.214,0.206,0.97,,,,,,,,,53113,12209316,237.974,1.035,43128,0.841,0.0405,24.7,people tested,41803687,28508767,14499706,185,1147588,814939,81.48,55.57,28.26,0,15884,405328,0.79,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-28,248568,1617,1743.143,2279,3,9.143,4844.891,31.517,33.976,44.42,0.058,0.178,0.98,,,,,,,,,30999,12240315,238.579,0.604,39387,0.768,0.0443,22.6,people tested,42330201,28785409,14755663,200,526514,820204,82.51,56.11,28.76,0,15987,392635,0.765,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-29,250051,1483,1752.714,2284,5,8.857,4873.796,28.905,34.163,44.518,0.097,0.173,0.99,,,,,,,,,13018,12253333,238.832,0.254,38377,0.748,0.0457,21.9,people tested,42360438,28801743,14771766,210,30237,818386,82.57,56.14,28.79,0,15951,389194,0.759,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,1257.6,0.25,5.16,24.51214287
KOR,Asia,South Korea,2021-08-30,251421,1370,1733.429,2285,1,8.143,4900.499,26.703,33.787,44.537,0.019,0.159,0.99,,,,,,,,,29544,12282877,239.408,0.576,39727,0.774,0.0436,22.9,people tested,43341183,29191832,15372190,220,980745,800742,84.48,56.9,29.96,0,15607,389398,0.759,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-08-31,253445,2024,1715.143,2292,7,7.857,4939.949,39.45,33.43,44.674,0.136,0.153,1,,,,,,,,,60600,12343477,240.589,1.181,40939,0.798,0.0419,23.9,people tested,44104400,29439869,15902983,232,763217,766588,85.96,57.38,31,0,14942,366803,0.715,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-01,255401,1956,1726.286,2303,11,6.571,4978.074,38.125,33.647,44.888,0.214,0.128,0.99,,,,,,,,,27690,12371167,241.129,0.54,37449,0.73,0.0461,21.7,people tested,44801547,29618750,16438463,246,697147,745295,87.32,57.73,32.04,0,14527,338254,0.659,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-02,257110,1709,1707.429,2308,5,6.143,5011.384,33.31,33.28,44.986,0.097,0.12,0.96,,,,,,,,,32409,12403576,241.761,0.632,35339,0.689,0.0483,20.7,people tested,45470277,29805319,16938996,268,668730,687740,88.63,58.09,33.02,0,13405,271411,0.529,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-03,258913,1803,1708.857,2315,7,5.571,5046.527,35.143,33.308,45.122,0.136,0.109,0.96,,,,,,,,,57908,12461484,242.889,1.129,36024,0.702,0.0474,21.1,people tested,46386932,30039071,17638713,287,916655,654749,90.41,58.55,34.38,0,12762,218615,0.426,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-04,260404,1491,1690.857,2321,6,6,5075.588,29.061,32.957,45.239,0.117,0.117,0.97,,,,,,,,,38342,12499826,243.637,0.747,37073,0.723,0.0456,21.9,people tested,46758023,30158033,17899853,290,371091,632546,91.14,58.78,34.89,0,12329,196089,0.382,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-05,261778,1374,1675.286,2327,6,6.143,5102.369,26.781,32.653,45.356,0.117,0.12,1.01,,,,,,,,,8218,12508044,243.797,0.16,36387,0.709,0.046,21.7,people tested,46772490,30166688,17908243,292,14467,630293,91.17,58.8,34.91,0,12285,194992,0.38,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,1540.2,0.3,5.18,30.02035818
KOR,Asia,South Korea,2021-09-06,263374,1596,1707.571,2330,3,6.429,5133.477,31.108,33.283,45.415,0.058,0.125,1.05,,,,,,,,,17386,12525430,244.136,0.339,34650,0.675,0.0493,20.3,people tested,48142538,30910905,18543388,297,1370048,685908,93.84,60.25,36.14,0,13369,245582,0.479,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-07,265423,2049,1711.143,2334,4,6,5173.415,39.937,33.352,45.492,0.078,0.117,1.06,,,,,,,,,56003,12581433,245.227,1.092,33994,0.663,0.0503,19.9,people tested,49127350,31485813,18964954,313,984812,717564,95.76,61.37,36.96,0,13986,292278,0.57,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-08,267470,2047,1724.143,2343,9,5.714,5213.313,39.899,33.606,45.668,0.175,0.111,1.05,,,,,,,,,,,,,36432,0.71,0.0473,21.1,people tested,49808855,31872050,19272486,325,681505,715330,97.08,62.12,37.56,0,13943,321900,0.627,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-09,269362,1892,1750.286,2348,5,5.714,5250.191,36.877,34.115,45.765,0.097,0.111,1.02,,,,,,,,,,12670949,246.972,,38196,0.744,0.0458,21.8,people tested,50529938,32312331,19564920,340,721083,722809,98.49,62.98,38.13,0,14088,358145,0.698,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-10,271227,1865,1759.143,2358,10,6.143,5286.542,36.351,34.288,45.96,0.195,0.12,1.01,,,,,,,,,55435,12726384,248.053,1.08,37843,0.738,0.0465,21.5,people tested,51590526,32965589,19983032,348,1060588,743371,100.56,64.25,38.95,0,14489,418074,0.815,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-11,272982,1755,1796.857,2359,1,5.429,5320.749,34.207,35.023,45.98,0.019,0.106,1.02,,,,,,,,,44002,12770386,248.91,0.858,38651,0.753,0.0465,21.5,people tested,52122031,33294254,20195646,350,531505,766287,101.59,64.89,39.36,0,14936,448032,0.873,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-12,274415,1433,1805.286,2360,1,4.714,5348.68,27.931,35.187,45.999,0.019,0.092,1.02,,,,,,,,,23371,12793757,249.366,0.456,40816,0.796,0.0442,22.6,people tested,52166777,33316181,20221409,352,44746,770612,101.68,64.94,39.41,0,15020,449928,0.877,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,1868.2,0.36,5.91,36.41347432
KOR,Asia,South Korea,2021-09-13,275910,1495,1790.857,2367,7,5.286,5377.819,29.139,34.906,46.136,0.136,0.103,1.02,,,,,,,,,16247,12810004,249.682,0.317,40653,0.792,0.0441,22.7,people tested,53411140,34144438,20644835,363,1244363,752657,104.1,66.55,40.24,0,14670,461933,0.9,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-14,277989,2079,1795.143,2380,13,6.571,5418.341,40.522,34.99,46.389,0.253,0.128,1.04,,,,,,,,,65825,12875829,250.965,1.283,42057,0.82,0.0427,23.4,people tested,54228293,34746831,20869863,386,817153,728706,105.7,67.73,40.68,0,14203,465860,0.908,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-15,279930,1941,1780,2386,6,6.143,5456.174,37.832,34.694,46.506,0.117,0.12,1.04,,,,,,,,,,,,,42418,0.827,0.042,23.8,people tested,55035175,35123293,21310394,404,806882,746617,107.27,68.46,41.54,0,14552,464463,0.905,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-16,281938,2008,1796.571,2389,3,5.857,5495.312,39.138,35.017,46.564,0.058,0.114,1.04,,,,,,,,,,12970402,252.809,,42779,0.834,0.042,23.8,people tested,55770278,35554155,21624622,417,735103,748620,108.7,69.3,42.15,0,14592,463118,0.903,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-17,284022,2084,1827.857,2394,5,5.143,5535.932,40.62,35.627,46.662,0.097,0.1,1.05,,,,,,,,,47324,13017726,253.731,0.922,41620,0.811,0.0439,22.8,people tested,56865034,36215391,22069842,425,1094756,753501,110.84,70.59,43.02,0,14687,464257,0.905,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-18,285931,1909,1849.857,2404,10,6.429,5573.141,37.209,36.056,46.857,0.195,0.125,1.06,,,,,,,,,51033,13068759,254.726,0.995,42625,0.831,0.0434,23,people tested,57443391,36608023,22260462,432,578357,760194,111.96,71.35,43.39,0,14817,473396,0.923,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-19,287536,1605,1874.429,2409,5,7,5604.424,31.283,36.535,46.954,0.097,0.136,1.05,,,,,,,,,19505,13088264,255.106,0.38,42072,0.82,0.0446,22.4,people tested,57490679,36629389,22286578,440,47288,760557,112.06,71.4,43.44,0,14824,473315,0.923,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,2156.4,0.41,5.22,42.03084039
KOR,Asia,South Korea,2021-09-20,289263,1727,1907.571,2413,4,6.571,5638.085,33.661,37.181,47.032,0.078,0.128,1.04,,,,,,,,,9179,13097443,255.285,0.179,41063,0.8,0.0465,21.5,people tested,57534907,36659485,22300731,450,44228,589110,112.14,71.45,43.47,0,11482,359292,0.7,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-21,290983,1720,1856.286,2419,6,5.571,5671.61,33.525,36.181,47.149,0.117,0.109,1,,,,,,,,,17966,13115409,255.635,0.35,34226,0.667,0.0542,18.4,people tested,57545974,36666106,22305177,461,11067,473954,112.16,71.47,43.48,0,9238,274182,0.534,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-22,292699,1716,1824.143,2427,8,5.857,5705.057,33.447,35.555,47.305,0.156,0.114,1.06,,,,,,,,,,,,,27538,0.537,0.0662,15.1,people tested,57589700,36693764,22321355,477,43726,364932,112.25,71.52,43.51,0,7113,224353,0.437,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-23,295132,2433,1884.857,2434,7,6.429,5752.479,47.422,36.738,47.442,0.136,0.125,1.22,,,,,,,,,,13116349,255.653,,20850,0.406,0.0904,11.1,people tested,58524346,37255968,22698728,493,934646,393438,114.07,72.62,44.24,0,7669,243116,0.474,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-24,298402,3270,2054.286,2441,7,6.714,5816.215,63.736,40.041,47.578,0.136,0.131,1.35,,,,,,,,,74836,13191185,257.112,1.459,24780,0.483,0.0829,12.1,people tested,59552845,37873406,23114342,505,1028499,383973,116.08,73.82,45.05,0,7484,236859,0.462,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-25,301172,2770,2177.286,2450,9,6.571,5870.206,53.991,42.438,47.753,0.175,0.128,1.33,,,,,,,,,37932,13229117,257.851,0.739,22908,0.447,0.095,10.5,people tested,60081306,38186843,23330257,524,528461,376845,117.11,74.43,45.47,0,7345,225546,0.44,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-26,303553,2381,2288.143,2456,6,6.714,5916.615,46.409,44.599,47.87,0.117,0.131,1.27,,,,,,,,,,,,,21315,0.415,0.1073,9.3,people tested,60131111,38213367,23354272,535,49805,377205,117.2,74.48,45.52,0,7352,226283,0.441,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,2462.4,0.47,5.51,47.99514996
KOR,Asia,South Korea,2021-09-27,305842,2289,2368.429,2464,8,7.286,5961.23,44.615,46.164,48.026,0.156,0.142,1.2,,,,,,,,,,13245824,258.177,,21197,0.413,0.1117,8.9,people tested,61257620,38630961,24067024,562,1126509,531816,119.4,75.3,46.91,0,10366,281639,0.549,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-28,308725,2883,2534.571,2474,10,7.857,6017.423,56.193,49.402,48.221,0.195,0.153,1.14,,,,,,,,,44355,13290179,259.042,0.865,24967,0.487,0.1015,9.9,people tested,62202968,38888706,24758004,591,945348,665285,121.24,75.8,48.26,0,12967,317514,0.619,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-29,311289,2564,2655.714,2481,7,7.714,6067.399,49.975,51.763,48.358,0.136,0.15,1.05,,,,,,,,,57464,13347643,260.162,1.12,33109,0.645,0.0802,12.5,people tested,62957915,39120590,25285384,623,754947,766888,122.71,76.25,49.28,0,14948,346689,0.676,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-09-30,313773,2484,2663,2497,16,9,6115.815,48.416,51.905,48.67,0.312,0.175,0.99,,,,,,,,,46957,13394600,261.077,0.915,39750,0.775,0.067,14.9,people tested,63841696,39465231,25828088,641,883781,759621,124.44,76.92,50.34,0,14806,315609,0.615,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-01,316020,2247,2516.857,2504,7,9,6159.611,43.797,49.057,48.806,0.136,0.175,0.94,,,,,,,,,,,,,34100,0.665,0.0738,13.5,people tested,64938477,39702336,26690395,677,1096781,769376,126.57,77.38,52.02,0,14996,261276,0.509,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-02,318105,2085,2419,2507,3,8.143,6200.251,40.639,47.149,48.864,0.058,0.159,0.93,,,,,,,,,,13465168,262.452,,33722,0.657,0.0717,13.9,people tested,65468949,39827177,27097963,686,530472,769663,127.61,77.63,52.82,0,15002,234333,0.457,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-03,319777,1672,2317.714,2513,6,8.143,6232.84,32.589,45.175,48.981,0.117,0.159,0.92,,,,,,,,,,,,,33947,0.662,0.0683,14.6,people tested,65505874,39830649,27131493,704,36925,767823,127.68,77.63,52.88,0,14966,231040,0.45,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,2689,0.5,4.02,52.41185764
KOR,Asia,South Korea,2021-10-04,321352,1575,2215.714,2524,11,8.571,6263.539,30.699,43.187,49.196,0.214,0.167,0.9,,,,,,,,,,13485031,262.84,,34172,0.666,0.0648,15.4,people tested,65741689,39856275,27341877,747,235815,640581,128.14,77.68,53.29,0,12486,175045,0.341,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-05,323379,2027,2093.429,2536,12,8.857,6303.047,39.509,40.803,49.43,0.234,0.173,0.89,,,,,,,,,18100,13503131,263.192,0.353,30422,0.593,0.0688,14.5,people tested,66551701,39901676,28109256,780,810012,621248,129.72,77.77,54.79,0,12109,144710,0.282,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-06,325804,2425,2073.571,2544,8,9,6350.313,47.266,40.416,49.586,0.156,0.175,0.92,,,,,,,,,58019,13561150,264.323,1.131,30501,0.595,0.068,14.7,people tested,67098217,39939006,28621230,807,546516,591472,130.78,77.85,55.79,0,11529,116917,0.228,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-07,327976,2172,2029,2554,10,8.143,6392.648,42.335,39.548,49.781,0.195,0.159,0.9,,,,,,,,,33087,13594237,264.968,0.645,28520,0.556,0.0711,14.1,people tested,67844860,39976133,29333178,836,746643,571881,132.24,77.92,57.17,0,11147,72986,0.142,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-10-08,329925,1949,1986.429,2560,6,8,6430.637,37.988,38.718,49.897,0.117,0.156,0.85,,,,,,,,,55107,13649344,266.042,1.074,31351,0.611,0.0634,15.8,people tested,68988140,40021443,30433329,877,1143280,578523,134.47,78.01,59.32,0,11276,45587,0.089,47.22,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
